customer_id,tier,score,top_reason,emi_amount,expected_loss,action,message,signal_groups,escalated,model_version,thresholds
C001428,Red,0.7342,pressure on cash-flow,27422,20133.23,human_offer,"Hi C001428, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000865,Red,0.7143,pressure on cash-flow,28031,20022.54,human_offer,"Hi C000865, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000451,Red,0.9583,avg_balance_28d=-16236.75,20479,19625.03,human_offer,"Hi C000451, based on avg_balance_28d=-16236.75 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000360,Red,0.9286,avg_balance_28d=22495.80,20607,19135.66,human_offer,"Hi C000360, based on avg_balance_28d=22495.80 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001210,Red,0.9286,pressure on cash-flow,20045,18613.79,human_offer,"Hi C001210, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000163,Red,0.7342,avg_balance_28d=31490.93,25347,18609.77,human_offer,"Hi C000163, based on avg_balance_28d=31490.93 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000240,Red,0.619,avg_balance_28d=37796.46,29365,18176.94,human_offer,"Hi C000240, based on avg_balance_28d=37796.46 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001281,Red,0.9583,pressure on cash-flow,18700,17920.21,human_offer,"Hi C001281, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000249,Red,0.7342,avg_balance_28d=25256.67,24339,17869.69,human_offer,"Hi C000249, based on avg_balance_28d=25256.67 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000836,Red,0.8511,pressure on cash-flow,20961,17839.91,human_offer,"Hi C000836, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000856,Red,0.619,pressure on cash-flow,27621,17097.4,human_offer,"Hi C000856, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001725,Red,0.619,pressure on cash-flow,27610,17090.59,human_offer,"Hi C001725, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000796,Red,0.9286,pressure on cash-flow,18089,16797.45,human_offer,"Hi C000796, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000790,Red,0.619,pressure on cash-flow,26596,16462.92,human_offer,"Hi C000790, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000157,Red,0.9286,avg_balance_28d=-44250.91,17249,16017.42,human_offer,"Hi C000157, based on avg_balance_28d=-44250.91 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001076,Red,0.7342,pressure on cash-flow,21788,15996.75,human_offer,"Hi C001076, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000372,Red,0.9583,avg_balance_28d=18650.30,16535,15845.49,human_offer,"Hi C000372, based on avg_balance_28d=18650.30 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000317,Red,0.7342,avg_balance_28d=20704.56,20933,15369.01,human_offer,"Hi C000317, based on avg_balance_28d=20704.56 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000431,Red,0.7342,avg_balance_28d=8646.66,20705,15201.61,human_offer,"Hi C000431, based on avg_balance_28d=8646.66 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+borrowing+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000446,Red,0.7342,avg_balance_28d=32645.64,20212,14839.65,human_offer,"Hi C000446, based on avg_balance_28d=32645.64 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001504,Red,0.9688,pressure on cash-flow,15231,14755.79,human_offer,"Hi C001504, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000215,Red,0.9688,avg_balance_28d=17021.25,15082,14611.44,human_offer,"Hi C000215, based on avg_balance_28d=17021.25 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+borrowing+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000485,Red,0.9286,avg_balance_28d=26579.51,15708,14586.45,human_offer,"Hi C000485, based on avg_balance_28d=26579.51 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000258,Red,0.619,avg_balance_28d=38238.29,22770,14094.63,human_offer,"Hi C000258, based on avg_balance_28d=38238.29 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000821,Red,0.9688,pressure on cash-flow,14367,13918.75,human_offer,"Hi C000821, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000136,Red,0.7342,avg_balance_28d=24044.41,18539,13611.33,human_offer,"Hi C000136, based on avg_balance_28d=24044.41 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000991,Red,0.9688,pressure on cash-flow,13767,13337.47,human_offer,"Hi C000991, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000928,Red,0.8511,pressure on cash-flow,15319,13038.0,human_offer,"Hi C000928, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000143,Red,0.7342,avg_balance_28d=23789.60,17027,12501.22,human_offer,"Hi C000143, based on avg_balance_28d=23789.60 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000111,Red,0.8511,avg_balance_28d=25227.35,14613,12437.12,human_offer,"Hi C000111, based on avg_balance_28d=25227.35 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001442,Red,0.7342,pressure on cash-flow,16553,12153.21,human_offer,"Hi C001442, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000977,Red,0.619,pressure on cash-flow,19423,12022.84,human_offer,"Hi C000977, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+behavioral+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001719,Red,0.8511,pressure on cash-flow,13835,11774.97,human_offer,"Hi C001719, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001548,Red,0.7143,pressure on cash-flow,16266,11618.8,human_offer,"Hi C001548, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",behavioral+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001761,Red,0.619,pressure on cash-flow,15904,9844.58,human_offer,"Hi C001761, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000255,Red,0.7342,avg_balance_28d=-72893.61,12483,9165.02,human_offer,"Hi C000255, based on avg_balance_28d=-72893.61 you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001910,Red,0.619,pressure on cash-flow,12380,7663.22,human_offer,"Hi C001910, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001962,Red,0.7342,pressure on cash-flow,9724,7139.36,human_offer,"Hi C001962, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001056,Red,0.7342,pressure on cash-flow,9615,7059.33,human_offer,"Hi C001056, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001246,Red,0.619,pressure on cash-flow,10740,6648.06,human_offer,"Hi C001246, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",discipline+behavioral+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001958,Red,0.8511,pressure on cash-flow,5466,4652.11,human_offer,"Hi C001958, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000950,Red,0.619,pressure on cash-flow,6993,4328.67,human_offer,"Hi C000950, based on pressure on cash-flow you qualify for support BEFORE your EMI is missed. Choose: payment-holiday (1 EMI pause, no late fee), EMI split x2, tenure +3mo restructure. Reply HOLIDAY / SPLIT / RESTRUCTURE.",liquidity+discipline+borrowing+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000852,Amber,0.4444,pressure on cash-flow,37330,16589.45,auto_nudge,"Hi C000852, we noticed pressure on cash-flow. Your EMI of Rs.37330 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000537,Amber,0.4444,pressure on cash-flow,37093,16484.13,auto_nudge,"Hi C000537, we noticed pressure on cash-flow. Your EMI of Rs.37093 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001351,Amber,0.4444,pressure on cash-flow,36632,16279.26,auto_nudge,"Hi C001351, we noticed pressure on cash-flow. Your EMI of Rs.36632 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001447,Amber,0.4444,pressure on cash-flow,36108,16046.4,auto_nudge,"Hi C001447, we noticed pressure on cash-flow. Your EMI of Rs.36108 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001250,Amber,0.4444,pressure on cash-flow,35742,15883.74,auto_nudge,"Hi C001250, we noticed pressure on cash-flow. Your EMI of Rs.35742 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000762,Amber,0.4444,pressure on cash-flow,33272,14786.08,auto_nudge,"Hi C000762, we noticed pressure on cash-flow. Your EMI of Rs.33272 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000183,Amber,0.4444,Low 14d balance Rs.51694,31560,14025.26,auto_nudge,"Hi C000183, we noticed Low 14d balance Rs.51694. Your EMI of Rs.31560 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001357,Amber,0.4444,pressure on cash-flow,31405,13956.38,auto_nudge,"Hi C001357, we noticed pressure on cash-flow. Your EMI of Rs.31405 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000942,Amber,0.4444,pressure on cash-flow,27587,12259.66,auto_nudge,"Hi C000942, we noticed pressure on cash-flow. Your EMI of Rs.27587 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001002,Amber,0.4444,pressure on cash-flow,27234,12102.79,auto_nudge,"Hi C001002, we noticed pressure on cash-flow. Your EMI of Rs.27234 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",discipline+behavioral+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001040,Amber,0.4444,pressure on cash-flow,27170,12074.35,auto_nudge,"Hi C001040, we noticed pressure on cash-flow. Your EMI of Rs.27170 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001090,Amber,0.4444,pressure on cash-flow,25225,11209.99,auto_nudge,"Hi C001090, we noticed pressure on cash-flow. Your EMI of Rs.25225 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000539,Amber,0.4444,pressure on cash-flow,22163,9849.24,auto_nudge,"Hi C000539, we noticed pressure on cash-flow. Your EMI of Rs.22163 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000890,Amber,0.4444,pressure on cash-flow,21654,9623.04,auto_nudge,"Hi C000890, we noticed pressure on cash-flow. Your EMI of Rs.21654 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001011,Amber,0.4444,pressure on cash-flow,17688,7860.55,auto_nudge,"Hi C001011, we noticed pressure on cash-flow. Your EMI of Rs.17688 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",discipline+behavioral,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001104,Amber,0.4444,pressure on cash-flow,16575,7365.93,auto_nudge,"Hi C001104, we noticed pressure on cash-flow. Your EMI of Rs.16575 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",behavioral+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C000147,Amber,0.3,avg_balance_28d=40840.45,22700,6810.0,auto_nudge,"Hi C000147, we noticed avg_balance_28d=40840.45. Your EMI of Rs.22700 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline+borrowing,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
C001015,Amber,0.3571,pressure on cash-flow,19000,6784.9,auto_nudge,"Hi C001015, we noticed pressure on cash-flow. Your EMI of Rs.19000 is due 5th. Need a reminder or a split? Reply REMIND / SPLIT / HOLIDAY.",liquidity+discipline+behavioral+cash,False,sklearn_hgb,"{""amber_min"": 0.3, ""red_min"": 0.6}"
